20111,Turrúcares,3,201
20112,Tambor,3,201
20113,Garita,3,201
20114,Sarapiquí,3,201
20201,San Ramón,3,202
20202,Santiago,3,202
20203,San Juan,3,202
20204,Piedades Norte,3,202
20205,Piedades Sur,3,202
20206,San Rafael,3,202
20207,San Isidro,3,202
20208,Los Ángeles,3,202
20209,Alfaro,3,202
20210,Volio,3,202
20211,Concepción,3,202
20212,Zapotal,3,202
20213,Peñas Blancas,3,202
20301,Grecia,3,203
20302,San Isidro,3,203
20303,San José,3,203
20304,San Roque,3,203
20305,Tacares,3,203
20306,Río Cuarto,3,203
20307,Puente de Piedra,3,203
20308,Bolívar,3,203
20401,San Mateo,3,204
20402,Desmonte,3,204
20403,Jesús María,3,204
20501,Atenas,3,205
20502,Jesús,3,205
20503,Mercedes,3,205
20504,San Isidro,3,205
20505,Concepción,3,205
20506,San José,3,205
20507,Santa Eulalia,3,205
20508,Escobal,3,205
20601,Naranjo,3,206
20602,San Miguel,3,206
20603,San José,3,206
20604,Cirrí Sur,3,206
20605,San Jerónimo,3,206
20606,San Juan,3,206
20607,El Rosario,3,206
20608,Palmitos,3,206
20701,Palmares,3,207
20702,Zaragoza,3,207
20703,Buenos Aires,3,207
20704,Santiago,3,207
20705,Candelaria,3,207
20706,Esquipulas,3,207
20707,La Granja,3,207
20801,San Pedro,3,208
20802,San Juan,3,208
20803,San Rafael,3,208
20804,Carrillos,3,208
20805,Sabana Redonda,3,208
20901,Orotina,3,209
20902,El Mastate,3,209
20903,Hacienda Vieja,3,209
20904,Coyolar,3,209
20905,La Ceiba,3,209
21001,Quesada,3,210
21002,Florencia,3,210
21003,Buenavista,3,210
21004,Aguas Zarcas,3,210
21005,Venecia,3,210
21006,Pital,3,210
21007,La Fortuna,3,210
21008,La Tigra,3,210
21009,La Palmera,3,210
21010,Venado,3,210
21011,Cutris,3,210
21012,Monterrey,3,210
21013,Pocosol,3,210
21101,Zarcero,3,211
21102,Laguna,3,211
21103,Tapesco,3,211
21104,Guadalupe,3,211
21105,Palmira,3,211
21106,Zapote,3,211
21107,Brisas,3,211
21201,Sarchí Norte,3,212
21202,Sarchí Sur,3,212
21203,Toro Amarillo,3,212
21204,San Pedro,3,212
21205,Rodríguez,3,212
21301,Upala,3,213
21302,Aguas Claras,3,213
21303,San José (Pizote),3,213
21304,Bijagua,3,213
21305,Delicias,3,213
21306,Dos Ríos,3,213
21307,Yoliyllal,3,213
21401,Los Chiles,3,214
21402,Caño Negro,3,214
21403,El Amparo,3,214
21404,San Jorge,3,214
21501,San Rafael,3,215
21502,Buenavista,3,215
21503,Cote,3,215
21504,Katira,3,215
30101,Oriental,3,301
30102,Occidental,3,301
30103,Carmen,3,301
30104,San Nicolás,3,301
30105,Aguacaliente (San Francisco),3,301
30106,Guadalupe (Arenilla),3,301
30107,Corralillo,3,301
30108,Tierra Blanca,3,301
30109,Dulce Nombre,3,301
30110,Llano Grande,3,301
30111,Quebradilla,3,301
30201,Paraíso,3,302
30202,Santiago,3,302
30203,Orosi,3,302
30204,Cachí,3,302
30205,Llanos de Santa Lucía,3,302
30301,Tres Ríos,3,303
30302,San Diego,3,303
30303,San Juan,3,303
30304,San Rafael,3,303
30305,Concepción,3,303
30306,Dulce Nombre,3,303
30307,San Ramón,3,303
30308,Río Azul,3,303
30401,Juan Viñas,3,304
30402,Tucurrique,3,304
30403,Pejibaye,3,304
30501,Turrialba,3,305
30502,La Suiza,3,305
30503,Peralta,3,305
30504,Santa Cruz,3,305
30505,Santa Teresita,3,305
30506,Pavones,3,305
30507,Tuis,3,305
30508,Tayutic,3,305
30509,Santa Rosa,3,305
30510,Tres Equis,3,305
30511,La Isabel,3,305
30512,Chirripó,3,305
30601,Pacayas,3,306
30602,Cervantes,3,306
30603,Capellades,3,306
30701,San Rafael,3,307
30702,Cot,3,307
30703,Potrero Cerrado,3,307
30704,Cipreses,3,307
30705,Santa Rosa,3,307
30801,El Tejar,3,308
30802,San Isidro,3,308
30803,Tobosi,3,308
30804,Patio de Agua,3,308
40101,Heredia,3,401
40102,Mercedes,3,401
40103,San Francisco,3,401
40104,Ulloa,3,401
40105,Varablanca,3,401
40201,Barva,3,402
40202,San Pedro,3,402
40203,San Pablo,3,402
40204,San Roque,3,402
40205,Santa Lucía,3,402
40206,San José de la Montaña,3,402
40301,Santo Domingo,3,403
40302,San Vicente,3,403
40303,San Miguel,3,403
40304,Paracito,3,403
40305,Santo Tomás,3,403
40306,Santa Rosa,3,403
40307,Tures,3,403
40308,Para,3,403
40401,Santa Bárbara,3,404
40402,San Pedro,3,404
40403,San Juan,3,404
40404,Jesús,3,404
40405,Santo Domingo,3,404
40406,Puraba,3,404
40501,San Rafael,3,405
40502,San Josécito,3,405
40503,Santiago,3,405
40504,Los Ángeles,3,405
40505,Concepción,3,405
40601,San Isidro,3,406
40602,San José,3,406
40603,Concepción,3,406
40604,San Francisco,3,406
40701,San Antonio,3,407
40702,La Ribera,3,407
40703,La Asunción,3,407
40801,San Joaquín de Flores,3,408
40802,Barrantes,3,408
40803,Llorente,3,408
40901,San Pablo,3,409
40902,Rincón de Sabanilla,3,409
41001,Puerto Viejo,3,410
41002,La Virgen,3,410
41003,Horquetas,3,410
41004,Llanuras del Gaspar,3,410
41005,Cureña,3,410
50101,Liberia,3,501
50102,Cañas Dulces,3,501
50103,Mayorga,3,501
50104,Nacascolo,3,501
50105,Curubande,3,501
50201,Nicoya,3,502
50202,Mansion,3,502
50203,San Antonio,3,502
50204,Quebrada Honda,3,502
50205,Samara,3,502
50206,Nosara,3,502
50207,Belén de Nosarita,3,502
50301,Santa Cruz,3,503
50302,Bolson,3,503
50303,Veintisiete de Abril,3,503
50304,Tempate,3,503
50305,Cartagena,3,503
50306,Cuajiniquil,3,503
50307,Diria,3,503
50308,Cabo Velas,3,503
50309,Tamarindo,3,503
50401,Bagaces,3,504
50402,Fortuna,3,504
50403,Mogote,3,504
50404,Río Naranjo,3,504
50501,Filadelfia,3,505
50502,Palmira,3,505
50503,Sardinal,3,505
50504,Belén,3,505
50601,Cañas,3,506
50602,Palmira,3,506
50603,San Miguel,3,506
50604,Bebedero,3,506
50605,Porozal,3,506
50701,Juntas,3,507
50702,Sierra,3,507
50703,San Juan,3,507
50704,Colorado,3,507
50801,Tilarán,3,508
50802,Quebrada Grande,3,508
50803,Tronadora,3,508
50804,Santa Rosa,3,508
50805,Líbano,3,508
50806,Tierras Morenas,3,508
50807,Arenal,3,508
50901,Carmona,3,509
50902,Santa Rita,3,509
50903,Zapotal,3,509
50904,San Pablo,3,509
50905,Porvenir,3,509
50906,Bejuco,3,509
51001,La Cruz,3,510
51002,Santa Cecilia,3,510
51003,Garita,3,510
51004,Santa Elena,3,510
51101,Hojancha,3,511
51102,Monte Romo,3,511
51103,Puerto Carrillo,3,511
51104,Huacas,3,511
60101,Puntarenas,3,601
60102,Pitahaya,3,601
60103,Chomes,3,601
60104,Lepanto,3,601
60105,Paquera,3,601
60106,Manzanillo,3,601
60107,Guacimal,3,601
60108,Barranca,3,601
60109,Monte Verde,3,601
60110,Isla del Coco,3,601
60111,Cobano,3,601
60112,Chacarita,3,601
60113,Chira,3,601
60114,Acapulco,3,601
60115,El Roble,3,601
60116,Arancibia,3,601
60201,Espiritu Santo,3,602
60202,San Juan Grande,3,602
60203,Macacona,3,602
60204,San Rafael,3,602
60205,San Jerónimo,3,602
60301,Buenos Aires,3,603
60302,Volcan,3,603
60303,Potrero Grande,3,603
60304,Boruca,3,603
60305,Pilas,3,603
60306,Colinas,3,603
60307,Changena,3,603
60308,Briolley,3,603
60309,Brunka,3,603
60401,Miramar,3,604
60402,La Unión,3,604
60403,San Isidro,3,604
60501,Puerto Cortes,3,605
60502,Palmar,3,605
60503,Sierpe,3,605
60504,Bahia Ballena,3,605
60505,Piedras Blancas,3,605
60601,Quepos,3,606
60602,Savegre,3,606
60603,Naranjito,3,606
60701,Golfito,3,607
60702,Puerto Jiménez,3,607
60703,Guaycara,3,607
60704,Pavon,3,607
60801,San Vito,3,608
60802,Sabalito,3,608
60803,Aguabuena,3,608
60804,Limóncito,3,608
60805,Pittier,3,608
60901,Parrita,3,609
61001,Corredor,3,610
61002,La Cuesta,3,610
61003,Canoas,3,610
61004,Laurel,3,610
61101,Jacó,3,611
61102,Tarcoles,3,611
70101,Limón,3,701
70102,Valle La Estrella,3,701
70103,Río Blanco,3,701
70104,Matama,3,701
70201,Guapiles,3,702
70202,Jiménez,3,702
70203,Rita,3,702
70204,Roxana,3,702
70205,Cariari,3,702
70206,Colorado,3,702
70301,Siquirres,3,703
70302,Pacuarito,3,703
70303,Florida,3,703
70304,Germania,3,703
70305,Cairo,3,703
70306,Alegria,3,703
70401,Bratsi,3,704
70402,Sixaola,3,704
70403,Cahuita,3,704
70404,Telire,3,704
70501,Matina,3,705
70502,Battan,3,705
70503,Carrandi,3,705
70601,Guácimo,3,706
70602,Mercedes,3,706
70603,Pocora,3,706
70604,Río Jiménez,3,706
70605,Duacari,3,706
